0,2,724.0,1
0,2,478.0,1
0,2,225.0,1
0,2,574.0,1
0,2,114.0,1
0,2,114.0,1
0,2,233.0,1
0,2,789.0,1
0,2,431.0,1
0,2,61.0,1
0,2,186.0,1
0,2,425.0,1
0,2,716.0,1
0,2,414.0,1
0,2,529.0,1
0,2,179.0,1
0,2,777.0,1
0,2,92.0,1
0,2,642.0,1
0,2,779.0,1
0,2,540.0,1
0,2,476.0,1
0,2,67.0,1
0,2,335.0,1
0,2,47.0,1
0,2,237.0,1
0,2,391.0,1
0,2,140.0,1
0,2,265.0,1
0,2,10.0,1
0,2,610.0,1
0,2,56.0,1
0,2,537.0,1
0,2,376.0,1
0,2,467.0,1
0,2,317.0,1
0,2,41.0,1
0,2,152.0,1
0,2,480.0,1
0,2,102.0,1
0,2,193.0,1
0,2,448.0,1
0,2,97.0,1
0,2,786.0,1
0,2,424.0,1
0,2,69.0,1
0,2,33.0,1
0,2,232.0,1
0,2,83.0,1
0,2,118.0,1
0,2,88.0,1
0,2,167.0,1
0,2,435.0,1
0,2,492.0,1
2,0,24.0,1
2,0,15.0,1
2,0,141.0,1
2,0,151.0,1
2,0,121.0,1
2,0,131.0,1
2,0,318.0,1
2,0,314.0,1
2,0,267.0,1
2,0,448.0,1
2,0,44.0,1
2,0,244.0,1
2,0,29.0,1
2,0,27.0,1
2,0,627.0,1
2,0,63.0,1
0,3,130.0,1
0,2,290.0,1
0,2,334.0,1
0,2,355.0,1
2,0,244.0,1
2,0,216.0,1
2,0,185.0,1
0,2,652.0,1
0,2,489.0,1
0,2,229.0,1
0,2,419.0,1
0,2,298.0,1
0,2,228.0,1
0,2,658.0,1
0,2,721.0,1
0,2,293.0,1
0,2,298.0,1
0,2,298.0,1
0,2,75.0,1
0,2,589.0,1
0,2,372.0,1
0,2,208.0,1
0,2,874.0,1
0,2,713.0,1
